popularity,original_title,director,runtime,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,genres
0.365901,Strangerland,Kim Farrant,111,Worldview Entertainment,48,5.0,2015,9199995.95200178,16074.2329273375,Drama
0.365901,Strangerland,Kim Farrant,111,Worldview Entertainment,48,5.0,2015,9199995.95200178,16074.2329273375,Thriller
0.329164,Ashby,Tony McNamara,102,Head Gear Films|Metrol Technology|Langley Park Productions,104,5.9,2015,0.0,0.0,Drama
0.329164,Ashby,Tony McNamara,102,Head Gear Films|Metrol Technology|Langley Park Productions,104,5.9,2015,0.0,0.0,Romance
0.329164,Ashby,Tony McNamara,102,Head Gear Films|Metrol Technology|Langley Park Productions,104,5.9,2015,0.0,0.0,Comedy
0.359826,Beautiful & Twisted,Christopher Zalla,90,Sony Pictures Television|Silver Screen Pictures,21,5.4,2015,0.0,0.0,Crime
0.359826,Beautiful & Twisted,Christopher Zalla,90,Sony Pictures Television|Silver Screen Pictures,21,5.4,2015,0.0,0.0,Drama
0.359826,Beautiful & Twisted,Christopher Zalla,90,Sony Pictures Television|Silver Screen Pictures,21,5.4,2015,0.0,0.0,Thriller
0.357654,Ronaldo,Anthony Wonke,0,"On The Corner Films|We Came, We Saw, We Conquered Studios",80,6.5,2015,0.0,0.0,Documentary
0.357614,Going Clear: Scientology and the Prison of Belief,Alex Gibney,119,Jigsaw Productions|HBO Documentary Films|Sky Atlantic,186,7.8,2015,0.0,0.0,Documentary
0.357567,Zipper,Mora Stephens,103,Protozoa Pictures|Cargo Entertainment|33 Pictures,30,5.5,2015,0.0,0.0,Thriller
0.357567,Zipper,Mora Stephens,103,Protozoa Pictures|Cargo Entertainment|33 Pictures,30,5.5,2015,0.0,0.0,Drama
0.356519,War Pigs,Ryan Little,92,VMI Worldwide|Verdi Productions|Schuetzle Company Productions|The Fyzz Facility,26,4.9,2015,0.0,0.0,War
0.356519,War Pigs,Ryan Little,92,VMI Worldwide|Verdi Productions|Schuetzle Company Productions|The Fyzz Facility,26,4.9,2015,0.0,0.0,Action
0.354624,Turbo Kid,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,95,Epic Pictures Group|Timpson Films|EMA Films,136,6.6,2015,0.0,0.0,Adventure
0.354624,Turbo Kid,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,95,Epic Pictures Group|Timpson Films|EMA Films,136,6.6,2015,0.0,0.0,Action
0.354624,Turbo Kid,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,95,Epic Pictures Group|Timpson Films|EMA Films,136,6.6,2015,0.0,0.0,Comedy
0.354624,Turbo Kid,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,95,Epic Pictures Group|Timpson Films|EMA Films,136,6.6,2015,0.0,0.0,Science Fiction
0.350858,Barbie in Rock 'N Royals,Karen J. Lloyd,84,Mattel,17,6.3,2015,0.0,0.0,Animation
0.350858,Barbie in Rock 'N Royals,Karen J. Lloyd,84,Mattel,17,6.3,2015,0.0,0.0,Music
0.350858,Barbie in Rock 'N Royals,Karen J. Lloyd,84,Mattel,17,6.3,2015,0.0,0.0,Family
0.350599,Circle,Aaron Hann|Mario Miscione,87,Votiv Films|Taggart Productions,167,6.1,2015,0.0,0.0,Drama
0.350599,Circle,Aaron Hann|Mario Miscione,87,Votiv Films|Taggart Productions,167,6.1,2015,0.0,0.0,Horror
0.350599,Circle,Aaron Hann|Mario Miscione,87,Votiv Films|Taggart Productions,167,6.1,2015,0.0,0.0,Science Fiction
0.350599,Circle,Aaron Hann|Mario Miscione,87,Votiv Films|Taggart Productions,167,6.1,2015,0.0,0.0,Thriller
0.348306,Monkey Kingdom,Mark Linfield|Alastair Fothergill,81,Disneynature,39,6.3,2015,0.0,15328184.095599,Animation
0.348306,Monkey Kingdom,Mark Linfield|Alastair Fothergill,81,Disneynature,39,6.3,2015,0.0,15328184.095599,Documentary
0.347797,Joe Dirt 2: Beautiful Loser,Fred Wolf,107,Happy Madison Productions,23,4.2,2015,0.0,0.0,Comedy
0.344994,Minions: The Competition,Kyle Balda|Julien Soret,4,Illumination Entertainment,16,5.9,2015,0.0,0.0,Animation
0.344549,I'll See You in My Dreams,Brett Haley,92,Northern Lights Films|Jeff Rice Films|Two Flints,39,6.2,2015,0.0,6853703.50437045,Drama
0.344549,I'll See You in My Dreams,Brett Haley,92,Northern Lights Films|Jeff Rice Films|Two Flints,39,6.2,2015,0.0,6853703.50437045,Comedy
0.34253,Jesse Stone: Lost in Paradise,Robert Harmon,87,Sony Pictures Television,10,5.6,2015,0.0,0.0,Drama
0.34253,Jesse Stone: Lost in Paradise,Robert Harmon,87,Sony Pictures Television,10,5.6,2015,0.0,0.0,TV Movie
0.34253,Jesse Stone: Lost in Paradise,Robert Harmon,87,Sony Pictures Television,10,5.6,2015,0.0,0.0,Crime
0.34253,Jesse Stone: Lost in Paradise,Robert Harmon,87,Sony Pictures Television,10,5.6,2015,0.0,0.0,Mystery
0.574031,Steve Jobs: The Man in the Machine,Alex Gibney,129,Magnolia Pictures|Jigsaw Productions|CNN Films,110,6.2,2015,0.0,454945.319824059,Documentary
0.339297,Babysitter's Black Book,Lee Friedlander,88,Johnson Production Group|Shadowland,18,5.9,2015,0.0,0.0,Drama
0.339297,Babysitter's Black Book,Lee Friedlander,88,Johnson Production Group|Shadowland,18,5.9,2015,0.0,0.0,TV Movie
0.511431,The Ones Below,David Farr,87,BBC Films|Kreo Films FZ|Cuba Pictures|Tigerlily Films,33,5.9,2015,0.0,0.0,Thriller
0.336453,Tremors 5: Bloodlines,Don Michael Paul,99,Universal 1440 Entertainment,47,5.1,2015,0.0,0.0,Science Fiction
0.336453,Tremors 5: Bloodlines,Don Michael Paul,99,Universal 1440 Entertainment,47,5.1,2015,0.0,0.0,Action
0.336453,Tremors 5: Bloodlines,Don Michael Paul,99,Universal 1440 Entertainment,47,5.1,2015,0.0,0.0,Horror
0.336107,Captive,Jerry Jameson,97,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,55,5.7,2015,1839999.19040035,2577386.22595006,Crime
0.336107,Captive,Jerry Jameson,97,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,55,5.7,2015,1839999.19040035,2577386.22595006,Drama
0.336107,Captive,Jerry Jameson,97,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,55,5.7,2015,1839999.19040035,2577386.22595006,Thriller
0.335941,Terminus,Marc Furmie,94,Storm Vision Entertainment,39,4.6,2015,0.0,0.0,Science Fiction
0.335941,Terminus,Marc Furmie,94,Storm Vision Entertainment,39,4.6,2015,0.0,0.0,Thriller
0.335941,Terminus,Marc Furmie,94,Storm Vision Entertainment,39,4.6,2015,0.0,0.0,Fantasy
0.333656,Andron,Francesco Cinquemani,100,Ambi Pictures,24,4.7,2015,0.0,0.0,Action
0.333656,Andron,Francesco Cinquemani,100,Ambi Pictures,24,4.7,2015,0.0,0.0,Science Fiction
0.332921,How to Plan an Orgy in a Small Town,Jeremy Lalonde,101,Neophyte Productions,17,4.7,2015,0.0,0.0,Comedy
0.330968,Freaks of Nature,Robbie Pickering,92,Columbia Pictures|Sony Pictures Entertainment,78,5.6,2015,0.0,65281.3312762142,Science Fiction
0.330968,Freaks of Nature,Robbie Pickering,92,Columbia Pictures|Sony Pictures Entertainment,78,5.6,2015,0.0,65281.3312762142,Comedy
0.330968,Freaks of Nature,Robbie Pickering,92,Columbia Pictures|Sony Pictures Entertainment,78,5.6,2015,0.0,65281.3312762142,Horror
0.330484,Reversal,JosÃ© Manuel Cravioto,80,Dark Factory Entertainment,54,5.4,2015,0.0,0.0,Thriller
0.330484,Reversal,JosÃ© Manuel Cravioto,80,Dark Factory Entertainment,54,5.4,2015,0.0,0.0,Horror
0.329776,Batman Unlimited: Monster Mayhem,Butch Lukic,81,Warner Bros. Animation,30,6.1,2015,0.0,0.0,Action
0.329776,Batman Unlimited: Monster Mayhem,Butch Lukic,81,Warner Bros. Animation,30,6.1,2015,0.0,0.0,Animation
0.329776,Batman Unlimited: Monster Mayhem,Butch Lukic,81,Warner Bros. Animation,30,6.1,2015,0.0,0.0,Family
0.329109,The Lovers,Roland JoffÃ©,109,Corsan|Bliss Media|Limelight International Media Entertainment|Neelmudra Entertainment|Aristos Films,22,4.6,2015,24839989.0704048,0.0,Action
0.329109,The Lovers,Roland JoffÃ©,109,Corsan|Bliss Media|Limelight International Media Entertainment|Neelmudra Entertainment|Aristos Films,22,4.6,2015,24839989.0704048,0.0,Adventure
0.329109,The Lovers,Roland JoffÃ©,109,Corsan|Bliss Media|Limelight International Media Entertainment|Neelmudra Entertainment|Aristos Films,22,4.6,2015,24839989.0704048,0.0,Science Fiction
0.329109,The Lovers,Roland JoffÃ©,109,Corsan|Bliss Media|Limelight International Media Entertainment|Neelmudra Entertainment|Aristos Films,22,4.6,2015,24839989.0704048,0.0,Romance
0.327373,Holding the Man,Neil Armfield,128,Goalpost Pictures,43,7.9,2015,0.0,0.0,Drama
0.327066,Harbinger Down,Alec Gillis,82,Dark Dunes Productions|Studio ADI,32,4.2,2015,0.0,0.0,Science Fiction
0.327066,Harbinger Down,Alec Gillis,82,Dark Dunes Productions|Studio ADI,32,4.2,2015,0.0,0.0,Horror
0.32705,Batman Unlimited: Animal Instincts,Butch Lukic,78,Warner Bros. Animation,39,5.8,2015,0.0,0.0,Action
0.32705,Batman Unlimited: Animal Instincts,Butch Lukic,78,Warner Bros. Animation,39,5.8,2015,0.0,0.0,Animation
0.32705,Batman Unlimited: Animal Instincts,Butch Lukic,78,Warner Bros. Animation,39,5.8,2015,0.0,0.0,Family
0.324666,Entertainment,Rick Alverson,113,The Made Bed Productions|Nomadic Independence Pictures|Jagjaguwar,11,4.0,2015,0.0,0.0,Drama
0.324666,Entertainment,Rick Alverson,113,The Made Bed Productions|Nomadic Independence Pictures|Jagjaguwar,11,4.0,2015,0.0,0.0,Comedy
0.324515,Meadowland,Reed Morano,105,Bron Studios,17,6.4,2015,0.0,0.0,Drama
0.324,The Stanford Prison Experiment,Kyle Patrick Alvarez,122,Abandon Pictures|Sandbar Pictures|Coup d'Etat Films,135,6.8,2015,0.0,592072.179488241,Thriller
0.324,The Stanford Prison Experiment,Kyle Patrick Alvarez,122,Abandon Pictures|Sandbar Pictures|Coup d'Etat Films,135,6.8,2015,0.0,592072.179488241,Drama
0.390188,The Girl King,Mika KaurismÃ¤ki,106,Starhaus Filmproduktion|Anagram Produktion|Galafilm Productions|Triptych Media|Marianna Films,12,6.1,2015,0.0,0.0,Drama
0.390188,The Girl King,Mika KaurismÃ¤ki,106,Starhaus Filmproduktion|Anagram Produktion|Galafilm Productions|Triptych Media|Marianna Films,12,6.1,2015,0.0,0.0,History
0.390188,The Girl King,Mika KaurismÃ¤ki,106,Starhaus Filmproduktion|Anagram Produktion|Galafilm Productions|Triptych Media|Marianna Films,12,6.1,2015,0.0,0.0,Romance
0.322653,Bessie,Dee Rees,107,The Zanuck Company|Flavor Unit Entertainment|HBO Films,21,5.9,2015,0.0,0.0,Drama
0.322653,Bessie,Dee Rees,107,The Zanuck Company|Flavor Unit Entertainment|HBO Films,21,5.9,2015,0.0,0.0,Music
0.322653,Bessie,Dee Rees,107,The Zanuck Company|Flavor Unit Entertainment|HBO Films,21,5.9,2015,0.0,0.0,TV Movie
0.32264,The Atticus Institute,Chris Sparling,92,The Safran Company|Poznan Film Group,92,5.3,2015,0.0,0.0,Horror
0.30035,The Hoarder,Matt Winn,86,Tall Man Films|Atlantic Picture Company|Sunny Day Media,24,4.2,2015,0.0,0.0,Thriller
0.30035,The Hoarder,Matt Winn,86,Tall Man Films|Atlantic Picture Company|Sunny Day Media,24,4.2,2015,0.0,0.0,Horror
0.318459,I Smile Back,Adam Salky,85,Egoli Tossell Film|Koppelman/Levien,25,5.7,2015,0.0,0.0,Drama
0.315196,Oddball,Stuart McDonald,95,WTFN Entertainment|Kmunications,15,6.1,2015,0.0,0.0,Family
0.315196,Oddball,Stuart McDonald,95,WTFN Entertainment|Kmunications,15,6.1,2015,0.0,0.0,Adventure
0.314198999999999,Meru,Jimmy Chin|Elizabeth Chai Vasarhelyi,89,,42,6.9,2015,0.0,2147488.81510492,Adventure
0.314198999999999,Meru,Jimmy Chin|Elizabeth Chai Vasarhelyi,89,,42,6.9,2015,0.0,2147488.81510492,Documentary
0.422901,Sanjay's Super Team,Sanjay Patel,7,Pixar Animation Studios,47,6.9,2015,0.0,0.0,Animation
0.307395,Learning to Drive,Isabel Coixet,105,Broad Green Pictures|Lavender Pictures,44,5.9,2015,0.0,3171820.96439877,Romance
0.307395,Learning to Drive,Isabel Coixet,105,Broad Green Pictures|Lavender Pictures,44,5.9,2015,0.0,3171820.96439877,Comedy
0.307395,Learning to Drive,Isabel Coixet,105,Broad Green Pictures|Lavender Pictures,44,5.9,2015,0.0,3171820.96439877,Drama
0.305916,Christmas Eve,Mitch Davis,95,Unstuck,11,5.8,2015,0.0,0.0,Romance
0.305916,Christmas Eve,Mitch Davis,95,Unstuck,11,5.8,2015,0.0,0.0,Comedy
0.302474,The Sisterhood of Night,Caryn Waechter,104,,25,6.6,2015,0.0,0.0,Mystery
0.302474,The Sisterhood of Night,Caryn Waechter,104,,25,6.6,2015,0.0,0.0,Drama
0.302474,The Sisterhood of Night,Caryn Waechter,104,,25,6.6,2015,0.0,0.0,Thriller
0.301343,Sharknado 3: Oh Hell No!,Anthony C. Ferrante,88,The Asylum,68,4.5,2015,0.0,0.0,TV Movie
0.301343,Sharknado 3: Oh Hell No!,Anthony C. Ferrante,88,The Asylum,68,4.5,2015,0.0,0.0,Horror
0.301343,Sharknado 3: Oh Hell No!,Anthony C. Ferrante,88,The Asylum,68,4.5,2015,0.0,0.0,Science Fiction
0.300128,12 Rounds 3: Lockdown,Stephen Reynolds,90,WWE Studios,18,4.5,2015,0.0,0.0,Action
0.300128,12 Rounds 3: Lockdown,Stephen Reynolds,90,WWE Studios,18,4.5,2015,0.0,0.0,Thriller
0.198522,Hitting the Apex,Mark Neale,138,First Movie Companie,14,8.0,2015,0.0,0.0,Documentary
0.299427,Club Life,Fabrizio Conte,90,Radar Pictures|2B Films,12,6.3,2015,0.0,4088.47820106959,Drama
0.298861,Cleveland Abduction,Alex Kalymnios,88,Lifetime Network|Sony Pictures Television|Woodridge Productions,33,6.3,2015,0.0,0.0,Drama
0.298861,Cleveland Abduction,Alex Kalymnios,88,Lifetime Network|Sony Pictures Television|Woodridge Productions,33,6.3,2015,0.0,0.0,Crime
0.298751,90 Minutes in Heaven,Michael Polish,121,Emmett/Furla Films|Giving Films,24,5.7,2015,4599997.97600089,4455281.1196763,Drama
0.298628,Lavalantula,Mike Mendez,83,Cinetel Films,16,5.6,2015,0.0,0.0,Horror
0.298628,Lavalantula,Mike Mendez,83,Cinetel Films,16,5.6,2015,0.0,0.0,Science Fiction
0.298628,Lavalantula,Mike Mendez,83,Cinetel Films,16,5.6,2015,0.0,0.0,TV Movie
0.295946,Unexpected,Kris Swanberg,90,,22,5.7,2015,0.0,0.0,Drama
0.295946,Unexpected,Kris Swanberg,90,,22,5.7,2015,0.0,0.0,Comedy
0.404363,Justice League: Throne of Atlantis,Ethan Spaulding,72,DC Comics|Warner Bros. Feature Animation,142,6.5,2015,3219998.58320062,0.0,Science Fiction
0.404363,Justice League: Throne of Atlantis,Ethan Spaulding,72,DC Comics|Warner Bros. Feature Animation,142,6.5,2015,3219998.58320062,0.0,Action
0.404363,Justice League: Throne of Atlantis,Ethan Spaulding,72,DC Comics|Warner Bros. Feature Animation,142,6.5,2015,3219998.58320062,0.0,Animation
0.404363,Justice League: Throne of Atlantis,Ethan Spaulding,72,DC Comics|Warner Bros. Feature Animation,142,6.5,2015,3219998.58320062,0.0,Adventure
0.26501,Lady Chatterley's Lover,Jed Mercurio,89,Hartswood Films|Serena Cullen Productions,15,6.3,2015,0.0,0.0,Romance
0.26501,Lady Chatterley's Lover,Jed Mercurio,89,Hartswood Films|Serena Cullen Productions,15,6.3,2015,0.0,0.0,Drama
0.292437,The Wicked Within,Jay Alaimo,91,After Dark Films|High Five Films,17,4.1,2015,0.0,0.0,Horror
0.291244,Bridgend,Jeppe RÃ¸nde,95,Blenkov & SchÃ¸nnemann Pictures|Four Sons Pictures,10,5.7,2015,0.0,0.0,Drama
0.290424,Backcountry,Adam MacDonald,92,TÃ©lÃ©film Canada|Fella Films|Northern Ontario Heritage Fund,75,5.8,2015,0.0,0.0,Drama
0.290424,Backcountry,Adam MacDonald,92,TÃ©lÃ©film Canada|Fella Films|Northern Ontario Heritage Fund,75,5.8,2015,0.0,0.0,Horror
0.290424,Backcountry,Adam MacDonald,92,TÃ©lÃ©film Canada|Fella Films|Northern Ontario Heritage Fund,75,5.8,2015,0.0,0.0,Thriller
0.289526,Walter,Anna Mastro,87,,12,5.2,2015,643999.716640124,0.0,Drama
0.289526,Walter,Anna Mastro,87,,12,5.2,2015,643999.716640124,0.0,Comedy
0.288598,Ratter,Branden Kramer,80,Start Motion Pictures,57,5.2,2015,459999.797600089,0.0,Drama
0.288598,Ratter,Branden Kramer,80,Start Motion Pictures,57,5.2,2015,459999.797600089,0.0,Thriller
0.288598,Ratter,Branden Kramer,80,Start Motion Pictures,57,5.2,2015,459999.797600089,0.0,Horror
0.309811,An Inspector Calls,Aisling Walsh,86,BBC,16,7.8,2015,0.0,0.0,Drama
0.309811,An Inspector Calls,Aisling Walsh,86,BBC,16,7.8,2015,0.0,0.0,Thriller
0.309811,An Inspector Calls,Aisling Walsh,86,BBC,16,7.8,2015,0.0,0.0,Mystery
0.286266,The Survivalist,Stephen Fingleton,104,"K5 International|British Film Institute (BFI)|Northern Ireland Screen|The Fyzz Facility|Fyzz Facility Film One, The",44,6.4,2015,0.0,0.0,Drama
0.286266,The Survivalist,Stephen Fingleton,104,"K5 International|British Film Institute (BFI)|Northern Ireland Screen|The Fyzz Facility|Fyzz Facility Film One, The",44,6.4,2015,0.0,0.0,Science Fiction
0.286266,The Survivalist,Stephen Fingleton,104,"K5 International|British Film Institute (BFI)|Northern Ireland Screen|The Fyzz Facility|Fyzz Facility Film One, The",44,6.4,2015,0.0,0.0,Thriller
0.28337,Don't Grow Up,Thierry Poiraud,81,Arcadia Motion Pictures|Noodles Production|CoproducciÃ³n Francia-EspaÃ±a; Inti Entertainment,15,3.9,2015,0.0,0.0,Horror
0.283194,Night Of The Living Deb,Kyle Rankin,85,,13,5.7,2015,1839999.19040035,0.0,Comedy
0.283194,Night Of The Living Deb,Kyle Rankin,85,,13,5.7,2015,1839999.19040035,0.0,Horror
0.282237,No Stranger Than Love,Nick Wernham,89,Wernham Entertainment|Pangaea Pictures,13,4.1,2015,0.0,0.0,Romance
0.282237,No Stranger Than Love,Nick Wernham,89,Wernham Entertainment|Pangaea Pictures,13,4.1,2015,0.0,0.0,Comedy
0.280878,The Hive,David Yarovesky,89,Midnight Road Entertainment,15,5.5,2015,0.0,0.0,Horror
0.280878,The Hive,David Yarovesky,89,Midnight Road Entertainment,15,5.5,2015,0.0,0.0,Science Fiction
0.280878,The Hive,David Yarovesky,89,Midnight Road Entertainment,15,5.5,2015,0.0,0.0,Thriller
0.278583,Back in Time,Jason Aron,95,Malka Media Group,69,5.8,2015,0.0,0.0,History
0.278583,Back in Time,Jason Aron,95,Malka Media Group,69,5.8,2015,0.0,0.0,Documentary
0.278583,Back in Time,Jason Aron,95,Malka Media Group,69,5.8,2015,0.0,0.0,Family
0.277844,Nina Forever,Ben Blaine|Chris Blaine,98,Charlie Productions|Casualties Bureau|Jeva Films,27,4.8,2015,0.0,0.0,Horror
0.277844,Nina Forever,Ben Blaine|Chris Blaine,98,Charlie Productions|Casualties Bureau|Jeva Films,27,4.8,2015,0.0,0.0,Comedy
0.277844,Nina Forever,Ben Blaine|Chris Blaine,98,Charlie Productions|Casualties Bureau|Jeva Films,27,4.8,2015,0.0,0.0,Romance
0.277613,Some Kind Of Hate,Adam Egypt Mortimer,82,Caliber Media Company|Revek Entertainment,19,3.9,2015,0.0,0.0,Horror
0.277035,The Dead Room,Jason Stutter,80,Centron Pictures,16,4.6,2015,919999.595200178,0.0,Horror
0.277035,The Dead Room,Jason Stutter,80,Centron Pictures,16,4.6,2015,919999.595200178,0.0,Thriller
0.272995,Condemned,Eli Morgan Gesner,83,Caliber Media Company,16,3.7,2015,0.0,0.0,Horror
0.270842,Night Owls,Charles Hood,91,,10,7.1,2015,0.0,0.0,Drama
0.270842,Night Owls,Charles Hood,91,,10,7.1,2015,0.0,0.0,Comedy
0.270786,The Sand,Isaac Gabaeff,84,Scatena & Rosner Films|Allegra Pictures,10,3.9,2015,0.0,0.0,Science Fiction
0.270786,The Sand,Isaac Gabaeff,84,Scatena & Rosner Films|Allegra Pictures,10,3.9,2015,0.0,0.0,Horror
0.171829,Digging for Fire,Joe Swanberg,83,Lucky Coffee Productions,35,4.9,2015,0.0,0.0,Drama
0.264997,Ten Thousand Saints,Robert Pulcini|Shari Springer Berman,113,,28,6.0,2015,0.0,0.0,Music
0.264997,Ten Thousand Saints,Robert Pulcini|Shari Springer Berman,113,,28,6.0,2015,0.0,0.0,Comedy
0.264997,Ten Thousand Saints,Robert Pulcini|Shari Springer Berman,113,,28,6.0,2015,0.0,0.0,Drama
0.261932,From the Dark,Conor McMahon,90,MPI Pictures,22,6.1,2015,0.0,0.0,Horror
0.261717,My All American,Angelo Pizzo,118,Paul Schiff Productions|Anthem Productions,19,6.9,2015,18399991.9040035,0.0,Drama
0.260045,Hangman,Adam Mason,85,Hiding in the Attic,14,3.9,2015,0.0,0.0,Thriller
0.202673,Larry Gaye: Renegade Male Flight Attendant,Sam Friedlander,99,Ascot Elite Home Entertainment,12,5.3,2015,0.0,0.0,Comedy
0.259794,Grandma,Paul Weitz,78,Depth of Field|1821 Pictures,81,5.6,2015,551999.757120106,6520452.97100069,Drama
0.259794,Grandma,Paul Weitz,78,Depth of Field|1821 Pictures,81,5.6,2015,551999.757120106,6520452.97100069,Comedy
0.097514,Anarchy Parlor,Kenny Gage|Devon Downs,0,,15,5.6,2015,0.0,0.0,Horror
0.256542,Summer Camp,Alberto Marini,81,Filmax Group|Castelao Pictures|Somnium Films,16,5.3,2015,0.0,0.0,Horror
0.256286,Backmask,Marcus Nispel,91,GO Productions|Vicarious Entertainment|Bloodline Productions|Shallow Focus,46,4.6,2015,0.0,0.0,Thriller
0.256286,Backmask,Marcus Nispel,91,GO Productions|Vicarious Entertainment|Bloodline Productions|Shallow Focus,46,4.6,2015,0.0,0.0,Horror
0.255458,Already Tomorrow in Hong Kong,Emily Ting,78,Unbound Feet Productions,23,5.4,2015,0.0,0.0,Romance
0.255458,Already Tomorrow in Hong Kong,Emily Ting,78,Unbound Feet Productions,23,5.4,2015,0.0,0.0,Comedy
0.250866,Those People,Joey Kuhn,89,,25,7.2,2015,0.0,0.0,Romance
0.250866,Those People,Joey Kuhn,89,,25,7.2,2015,0.0,0.0,Drama
0.249595,Show Me a Hero,Paul Haggis,300,,32,7.7,2015,0.0,0.0,History
0.249595,Show Me a Hero,Paul Haggis,300,,32,7.7,2015,0.0,0.0,Crime
0.249595,Show Me a Hero,Paul Haggis,300,,32,7.7,2015,0.0,0.0,Drama
0.248964,Curve,Iain Softley,86,Universal Pictures|Blumhouse Productions|LBI Entertainment|Ombra Films,40,4.4,2015,0.0,0.0,Horror
0.248964,Curve,Iain Softley,86,Universal Pictures|Blumhouse Productions|LBI Entertainment|Ombra Films,40,4.4,2015,0.0,0.0,Thriller
0.24828,Pound of Flesh,Ernie Barbarash,104,Odyssey Media|Rodin Entertainment|Ace Film Company|Chunqiu Time Culture Co.,42,5.4,2015,6899996.96400133,0.0,Action
0.247595,Cyberbully,Ben Chanan,62,Raw TV,73,6.4,2015,0.0,0.0,Drama
0.247595,Cyberbully,Ben Chanan,62,Raw TV,73,6.4,2015,0.0,0.0,Thriller
0.247589,Final Girl,Tyler Shields,90,NGN Productions|Prospect Park|Final Girl Productions,117,4.8,2015,0.0,0.0,Action
0.247589,Final Girl,Tyler Shields,90,NGN Productions|Prospect Park|Final Girl Productions,117,4.8,2015,0.0,0.0,Drama
0.247589,Final Girl,Tyler Shields,90,NGN Productions|Prospect Park|Final Girl Productions,117,4.8,2015,0.0,0.0,Thriller
0.247426,He Named Me Malala,Davis Guggenheim,87,Participant Media|Imagenation Abu Dhabi FZ|Parkes+MacDonald Image Nation,36,5.3,2015,0.0,2431466.01015495,Documentary
0.246609,The Driftless Area,Zachary Sluser,95,Unified Pictures|Bron Studios,12,5.0,2015,0.0,0.0,Romance
0.246609,The Driftless Area,Zachary Sluser,95,Unified Pictures|Bron Studios,12,5.0,2015,0.0,0.0,Drama
0.246609,The Driftless Area,Zachary Sluser,95,Unified Pictures|Bron Studios,12,5.0,2015,0.0,0.0,Comedy
0.246609,The Driftless Area,Zachary Sluser,95,Unified Pictures|Bron Studios,12,5.0,2015,0.0,0.0,Mystery
0.245948,Do You Believe?,Jonathan M. Gunn,115,Believe Entertainment|Pure Flix Entertainment|Toy Gun Films|10 West Studios,30,7.4,2015,0.0,0.0,Fantasy
0.245948,Do You Believe?,Jonathan M. Gunn,115,Believe Entertainment|Pure Flix Entertainment|Toy Gun Films|10 West Studios,30,7.4,2015,0.0,0.0,Drama
0.24495,7 Days in Hell,Jake Szymanski,43,HBO Films,87,6.4,2015,0.0,0.0,TV Movie
0.24495,7 Days in Hell,Jake Szymanski,43,HBO Films,87,6.4,2015,0.0,0.0,Comedy
0.243691,Teen Beach 2,Jeffrey Hornaday,104,Disney Channel,62,6.4,2015,0.0,0.0,Comedy
0.243691,Teen Beach 2,Jeffrey Hornaday,104,Disney Channel,62,6.4,2015,0.0,0.0,Music
0.243321,Full Out,Sean Cisterna,94,Carmel Creek Productions,15,7.2,2015,1379999.39280026,0.0,History
0.243321,Full Out,Sean Cisterna,94,Carmel Creek Productions,15,7.2,2015,1379999.39280026,0.0,Drama
0.243321,Full Out,Sean Cisterna,94,Carmel Creek Productions,15,7.2,2015,1379999.39280026,0.0,Family
0.242078,Narcopolis,Justin Trefgarne,96,T Squared Film,20,4.4,2015,1379999.39280026,0.0,Thriller
0.242078,Narcopolis,Justin Trefgarne,96,T Squared Film,20,4.4,2015,1379999.39280026,0.0,Mystery
0.242078,Narcopolis,Justin Trefgarne,96,T Squared Film,20,4.4,2015,1379999.39280026,0.0,Science Fiction
0.242,Staten Island Summer,Rhys Thomas,108,Paramount Pictures,51,5.6,2015,0.0,0.0,Comedy
0.241284,Safelight,Tony Aloupis,84,Aloupis Productions|Hacienda Film Co.,13,5.8,2015,0.0,0.0,Drama
0.239558,Bad Roomies,Jason Schnell,93,Eastside Films,16,5.1,2015,0.0,0.0,Comedy
0.239496,Close Range,Isaac Florentine,80,Bleiberg Entertainment|Compound B|Underdogg Entertainment|Entropy,41,5.0,2015,0.0,0.0,Crime
0.239496,Close Range,Isaac Florentine,80,Bleiberg Entertainment|Compound B|Underdogg Entertainment|Entropy,41,5.0,2015,0.0,0.0,Action
0.154846,The Reconstruction of William Zero,Dan Bush,98,FilmBuff|Floren Shieh Productions,14,5.1,2015,0.0,0.0,Science Fiction
0.154846,The Reconstruction of William Zero,Dan Bush,98,FilmBuff|Floren Shieh Productions,14,5.1,2015,0.0,0.0,Drama
0.154846,The Reconstruction of William Zero,Dan Bush,98,FilmBuff|Floren Shieh Productions,14,5.1,2015,0.0,0.0,Thriller
0.236709,Queen of Earth,Alex Ross Perry,90,Washington Square Films,33,5.6,2015,0.0,0.0,Drama
0.236709,Queen of Earth,Alex Ross Perry,90,Washington Square Films,33,5.6,2015,0.0,0.0,Mystery
